,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
521,1654733852,25.491,53.51,5,400,12816,19809,939.816,0.3,0.33,2.0,0.343,0.026,521,0
523,1654733854,25.504,52.7,12,400,12808,19801,939.82,0.27,0.3,1.8,0.309,0.024,523,0
525,1654733856,25.517,52.07,11,400,12809,19805,939.85,0.23,0.25,1.51,0.26,0.02,525,0
527,1654733858,25.53,51.57,18,400,12807,19804,939.847,0.21,0.22,1.46,0.228,0.005,527,0
529,1654733860,25.543,51.18,6,400,12812,19798,939.832,0.2,0.21,1.37,0.214,0.005,529,0
531,1654733862,25.556,50.86,0,400,12814,19818,939.832,0.18,0.19,1.23,0.191,0.004,531,0
533,1654733864,25.569,50.59,15,400,12805,19800,939.833,0.15,0.16,1.06,0.165,0.004,533,0
535,1654733866,25.582,50.39,12,400,12812,19803,939.818,0.14,0.16,0.96,0.166,0.013,535,0
537,1654733868,25.594,50.15,11,400,12812,19809,939.821,0.15,0.15,1.01,0.157,0.004,537,0
539,1654733870,25.607,50.0,12,400,12814,19802,939.817,0.2,0.21,1.36,0.213,0.005,539,0
541,1654733872,25.62,49.89,11,400,12813,19802,939.804,0.24,0.25,1.69,0.263,0.006,541,0
543,1654733874,25.632,49.74,12,400,12812,19802,939.816,0.26,0.27,1.78,0.278,0.006,543,0
545,1654733876,25.645,49.86,30,400,12796,19786,939.824,0.26,0.27,1.78,0.277,0.006,545,0
547,1654733878,25.657,51.04,34,400,12799,19786,939.82,0.24,0.25,1.65,0.257,0.006,547,0
549,1654733880,25.67,52.17,26,400,12797,19779,939.823,0.21,0.22,1.45,0.227,0.005,549,0
551,1654733882,25.682,53.2,34,400,12805,19794,939.824,0.18,0.19,1.25,0.194,0.004,551,0
553,1654733884,25.694,53.98,17,400,12806,19797,939.83,0.15,0.16,1.04,0.163,0.004,553,0
555,1654733886,25.707,54.64,18,400,12814,19797,939.827,0.12,0.13,0.86,0.134,0.003,555,0
557,1654733888,25.719,55.54,16,400,12814,19797,939.828,0.12,0.12,0.82,0.128,0.003,557,0
559,1654733890,25.731,55.97,18,400,12818,19799,939.838,0.12,0.12,0.83,0.129,0.003,559,0
561,1654733892,25.743,56.24,1,400,12818,19807,939.835,0.11,0.12,0.77,0.12,0.003,561,0
563,1654733894,25.755,56.55,16,400,12825,19807,939.835,0.12,0.13,0.79,0.134,0.009,563,0
565,1654733896,25.767,56.75,1,400,12825,19811,939.835,0.11,0.12,0.75,0.127,0.009,565,0
567,1654733898,25.779,57.02,0,400,12822,19807,939.832,0.33,0.36,2.22,0.37,0.023,567,0
569,1654733900,25.791,57.44,0,400,12841,19838,939.83,0.43,0.46,2.89,0.482,0.029,569,0
571,1654733902,25.803,56.63,0,400,12843,19826,939.839,0.41,0.45,2.79,0.465,0.028,571,0
573,1654733904,25.815,55.23,2,400,12844,19827,939.83,0.37,0.41,2.53,0.422,0.026,573,0
575,1654733906,25.826,54.06,0,400,12847,19835,939.844,0.33,0.35,2.21,0.368,0.022,575,0
577,1654733908,25.838,53.13,9,400,12839,19824,939.832,0.29,0.32,1.98,0.329,0.02,577,0
579,1654733910,25.85,52.4,16,400,12837,19814,939.832,0.29,0.3,2.0,0.312,0.007,579,0
581,1654733912,25.861,51.84,0,400,12849,19830,939.827,0.28,0.31,1.92,0.321,0.02,581,0
583,1654733914,25.873,51.42,11,400,12843,19813,939.843,0.27,0.3,1.84,0.308,0.019,583,0
585,1654733916,25.884,50.93,8,400,12845,19824,939.833,0.22,0.24,1.5,0.252,0.016,585,0
587,1654733918,25.895,50.63,9,400,12841,19821,939.825,0.2,0.21,1.39,0.217,0.005,587,0
589,1654733920,25.907,50.43,13,400,12850,19818,939.825,0.18,0.19,1.25,0.195,0.004,589,0
591,1654733922,25.918,50.25,1,400,12853,19826,939.834,0.16,0.17,1.13,0.177,0.004,591,0
593,1654733924,25.929,50.07,4,400,12849,19824,939.839,0.17,0.17,1.15,0.179,0.004,593,0
595,1654733926,25.94,49.94,3,400,12848,19822,939.835,0.17,0.19,1.17,0.195,0.012,595,0
597,1654733928,25.951,49.83,11,400,12851,19829,939.824,0.19,0.2,1.27,0.212,0.013,597,0
599,1654733930,25.962,50.95,32,400,12834,19812,939.828,0.2,0.2,1.35,0.211,0.005,599,0
601,1654733932,25.973,52.62,39,400,12834,19797,939.856,0.19,0.21,1.3,0.217,0.014,601,0
603,1654733934,25.984,53.51,25,400,12839,19808,939.845,0.18,0.19,1.2,0.201,0.013,603,0
605,1654733936,25.995,54.57,16,400,12852,19820,939.842,0.15,0.16,1.01,0.169,0.011,605,0
607,1654733938,26.006,55.12,17,400,12847,19813,939.828,0.13,0.14,0.86,0.144,0.009,607,0
609,1654733940,26.017,55.63,18,400,12847,19819,939.836,0.11,0.11,0.71,0.12,0.008,609,0
611,1654733942,26.027,56.03,22,400,12847,19819,939.838,0.1,0.1,0.69,0.107,0.002,611,0
613,1654733944,26.038,56.36,0,400,12854,19822,939.844,0.13,0.14,0.92,0.143,0.003,613,0
615,1654733946,26.049,56.61,8,400,12855,19824,939.841,0.16,0.16,1.08,0.168,0.004,615,0
617,1654733948,26.059,56.83,10,400,12854,19827,939.839,0.17,0.19,1.16,0.194,0.012,617,0
619,1654733950,26.07,57.04,11,400,12857,19826,939.847,0.19,0.2,1.3,0.203,0.005,619,0
621,1654733952,26.08,57.23,10,400,12859,19826,939.845,0.21,0.22,1.45,0.227,0.005,621,0
623,1654733954,26.09,57.35,7,400,12864,19833,939.841,0.22,0.23,1.5,0.233,0.005,623,0
625,1654733956,26.101,57.34,0,400,12888,19849,939.856,0.2,0.21,1.41,0.22,0.005,625,0
627,1654733958,26.111,56.01,0,400,12883,19847,939.856,0.19,0.2,1.31,0.204,0.005,627,0
629,1654733960,26.121,54.71,3,400,12877,19853,939.848,0.21,0.22,1.45,0.226,0.005,629,0
631,1654733962,26.131,53.71,10,400,12882,19845,939.833,0.23,0.24,1.58,0.246,0.006,631,0
633,1654733964,26.142,52.85,6,400,12881,19850,939.839,0.24,0.25,1.67,0.261,0.006,633,0
635,1654733966,26.152,52.18,0,400,12885,19856,939.831,0.25,0.26,1.71,0.266,0.006,635,0
637,1654733968,26.162,51.72,9,400,12881,19846,939.838,0.25,0.26,1.72,0.269,0.006,637,0
639,1654733970,26.172,51.33,6,400,12871,19844,939.835,0.23,0.24,1.61,0.251,0.006,639,0
641,1654733972,26.181,51.04,3,400,12883,19848,939.821,0.22,0.23,1.54,0.24,0.005,641,0
643,1654733974,26.191,50.71,10,400,12879,19845,939.809,0.25,0.26,1.71,0.266,0.006,643,0
645,1654733976,26.201,50.52,8,400,12883,19840,939.813,0.27,0.28,1.88,0.293,0.007,645,0
647,1654733978,26.211,50.32,10,400,12879,19843,939.813,0.29,0.3,1.98,0.309,0.007,647,0
649,1654733980,26.22,50.17,10,400,12884,19843,939.818,0.31,0.32,2.14,0.334,0.008,649,0
651,1654733982,26.23,50.04,7,400,12886,19845,939.814,0.31,0.32,2.12,0.33,0.007,651,0
653,1654733984,26.24,49.93,0,400,12889,19856,939.802,0.3,0.31,2.08,0.324,0.007,653,0
655,1654733986,26.249,50.02,34,400,12865,19817,939.798,0.31,0.32,2.12,0.33,0.007,655,0
657,1654733988,26.259,51.19,24,400,12872,19825,939.81,0.3,0.32,2.09,0.326,0.007,657,0
659,1654733990,26.268,52.39,29,400,12870,19825,939.81,0.28,0.29,1.93,0.3,0.007,659,0
661,1654733992,26.277,53.36,19,400,12877,19835,939.803,0.25,0.26,1.7,0.264,0.006,661,0
663,1654733994,26.287,54.15,22,400,12880,19840,939.795,0.23,0.24,1.57,0.245,0.006,663,0
665,1654733996,26.296,54.79,20,400,12880,19833,939.794,0.21,0.22,1.44,0.225,0.005,665,0
667,1654733998,26.305,55.35,26,400,12882,19831,939.797,0.21,0.22,1.43,0.224,0.005,667,0
669,1654734000,26.314,55.77,11,400,12888,19851,939.798,0.22,0.22,1.48,0.231,0.005,669,0
671,1654734002,26.323,56.17,15,400,12881,19829,939.792,0.22,0.22,1.49,0.232,0.005,671,0
673,1654734004,26.332,56.43,15,400,12882,19837,939.793,0.21,0.22,1.47,0.229,0.005,673,0
675,1654734006,26.341,56.73,13,400,12885,19840,939.788,0.23,0.23,1.55,0.242,0.005,675,0
677,1654734008,26.35,56.95,13,400,12891,19843,939.784,0.21,0.22,1.48,0.23,0.005,677,0
679,1654734010,26.359,57.08,11,400,12895,19843,939.791,0.19,0.2,1.33,0.208,0.005,679,0
681,1654734012,26.368,57.26,0,400,12894,19842,939.782,0.18,0.19,1.25,0.195,0.004,681,0
683,1654734014,26.377,57.39,12,400,12894,19846,939.781,0.17,0.18,1.18,0.185,0.004,683,0
685,1654734016,26.385,57.32,0,400,12910,19877,939.787,0.17,0.17,1.15,0.179,0.004,685,0
687,1654734018,26.394,55.99,0,400,12916,19872,939.798,0.16,0.17,1.13,0.176,0.004,687,0
689,1654734020,26.402,54.7,0,400,12922,19879,939.793,0.16,0.17,1.11,0.173,0.004,689,0
691,1654734022,26.411,53.66,5,400,12906,19856,939.783,0.17,0.17,1.14,0.178,0.004,691,0
693,1654734024,26.419,52.8,1,400,12917,19867,939.789,0.16,0.16,1.07,0.167,0.004,693,0
695,1654734026,26.428,52.19,8,400,12915,19861,939.796,0.14,0.14,0.96,0.15,0.003,695,0
697,1654734028,26.436,51.72,15,400,12908,19852,939.786,0.12,0.13,0.83,0.129,0.003,697,0
699,1654734030,26.445,51.28,17,400,12910,19856,939.778,0.12,0.12,0.82,0.128,0.003,699,0
701,1654734032,26.453,50.99,11,400,12915,19864,939.783,0.11,0.11,0.76,0.118,0.003,701,0
703,1654734034,26.461,50.75,0,400,12917,19872,939.789,0.13,0.14,0.93,0.145,0.003,703,0
705,1654734036,26.469,50.5,11,400,12918,19863,939.78,0.17,0.18,1.2,0.187,0.004,705,0
707,1654734038,26.477,50.34,5,400,12919,19872,939.785,0.23,0.24,1.59,0.248,0.006,707,0
709,1654734040,26.485,50.17,12,400,12916,19864,939.774,0.26,0.27,1.79,0.279,0.006,709,0
711,1654734042,26.493,50.08,13,400,12920,19868,939.785,0.27,0.28,1.85,0.289,0.007,711,0
713,1654734044,26.501,49.96,1,400,12925,19872,939.772,0.27,0.28,1.88,0.293,0.007,713,0
715,1654734046,26.509,50.04,18,400,12901,19849,939.783,0.27,0.28,1.84,0.286,0.006,715,0
717,1654734048,26.517,51.26,26,400,12908,19845,939.8,0.27,0.28,1.88,0.293,0.007,717,0
719,1654734050,26.525,52.43,28,400,12907,19839,939.783,0.27,0.28,1.85,0.289,0.007,719,0
721,1654734052,26.533,53.43,21,400,12914,19857,939.779,0.25,0.26,1.74,0.271,0.006,721,0
723,1654734054,26.54,54.19,9,400,12916,19859,939.773,0.26,0.27,1.77,0.275,0.006,723,0
725,1654734056,26.548,54.9,22,400,12910,19859,939.767,0.28,0.29,1.92,0.299,0.007,725,0
727,1654734058,26.556,55.43,17,400,12920,19864,939.746,0.31,0.32,2.13,0.333,0.008,727,0
729,1654734060,26.563,55.88,11,400,12919,19857,939.742,0.31,0.32,2.13,0.332,0.007,729,0
731,1654734062,26.571,56.24,4,400,12920,19874,939.76,0.3,0.32,2.09,0.326,0.007,731,0
733,1654734064,26.578,56.54,13,400,12921,19856,939.741,0.3,0.31,2.04,0.318,0.007,733,0
735,1654734066,26.585,56.79,6,400,12917,19860,939.745,0.29,0.3,1.99,0.31,0.007,735,0
737,1654734068,26.593,56.99,4,400,12927,19870,939.748,0.29,0.3,2.0,0.312,0.007,737,0
739,1654734070,26.6,57.17,11,400,12920,19856,939.753,0.3,0.31,2.05,0.32,0.007,739,0
741,1654734072,26.607,57.33,11,400,12930,19867,939.767,0.28,0.29,1.92,0.3,0.007,741,0
743,1654734074,26.614,57.46,6,400,12922,19865,939.769,0.27,0.28,1.84,0.287,0.006,743,0
745,1654734076,26.622,57.38,0,400,12954,19906,939.774,0.25,0.26,1.75,0.273,0.006,745,0
747,1654734078,26.629,56.06,0,400,12945,19891,939.766,0.23,0.24,1.61,0.251,0.006,747,0
749,1654734080,26.636,54.68,0,400,12951,19895,939.761,0.22,0.23,1.52,0.237,0.005,749,0
751,1654734082,26.643,53.65,6,400,12946,19888,939.768,0.25,0.26,1.72,0.269,0.006,751,0
753,1654734084,26.65,52.86,5,400,12940,19886,939.776,0.27,0.28,1.83,0.286,0.006,753,0
755,1654734086,26.656,52.23,0,400,12951,19892,939.768,0.26,0.27,1.79,0.279,0.006,755,0
757,1654734088,26.663,51.71,14,400,12944,19882,939.776,0.24,0.25,1.63,0.255,0.006,757,0
759,1654734090,26.67,51.34,12,400,12946,19885,939.768,0.24,0.25,1.66,0.258,0.006,759,0
761,1654734092,26.677,51.05,19,400,12942,19889,939.751,0.25,0.26,1.75,0.273,0.006,761,0
763,1654734094,26.683,50.76,14,400,12949,19885,939.75,0.27,0.28,1.87,0.291,0.007,763,0
765,1654734096,26.69,50.54,17,400,12947,19886,939.757,0.26,0.27,1.79,0.279,0.006,765,0
767,1654734098,26.696,50.39,19,400,12950,19885,939.766,0.24,0.24,1.62,0.253,0.006,767,0
769,1654734100,26.703,50.3,7,400,12951,19889,939.778,0.22,0.22,1.48,0.231,0.005,769,0
771,1654734102,26.709,50.14,11,400,12950,19889,939.755,0.19,0.2,1.32,0.205,0.005,771,0
773,1654734104,26.716,50.04,1,400,12952,19899,939.77,0.22,0.23,1.55,0.241,0.005,773,0
775,1654734106,26.722,50.16,28,400,12931,19872,939.765,0.24,0.25,1.68,0.262,0.006,775,0
777,1654734108,26.728,51.38,30,400,12938,19878,939.76,0.27,0.28,1.88,0.293,0.007,777,0
779,1654734110,26.735,52.56,16,400,12942,19881,939.754,0.27,0.28,1.88,0.293,0.007,779,0
781,1654734112,26.741,53.56,21,400,12941,19872,939.761,0.27,0.28,1.83,0.286,0.006,781,0
783,1654734114,26.747,54.39,20,400,12948,19882,939.766,0.25,0.26,1.71,0.266,0.006,783,0
785,1654734116,26.753,55.27,27,400,12943,19872,939.774,0.22,0.23,1.5,0.233,0.005,785,0
787,1654734118,26.759,55.84,13,400,12945,19875,939.773,0.2,0.21,1.38,0.215,0.005,787,0
789,1654734120,26.765,56.2,14,400,12951,19882,939.791,0.18,0.18,1.22,0.19,0.004,789,0
791,1654734122,26.771,56.53,8,400,12949,19883,939.804,0.15,0.16,1.04,0.162,0.004,791,0
793,1654734124,26.777,56.81,12,400,12951,19881,939.792,0.13,0.14,0.92,0.144,0.003,793,0
795,1654734126,26.783,57.06,8,400,12957,19889,939.789,0.13,0.14,0.92,0.143,0.003,795,0
797,1654734128,26.788,57.36,0,400,12956,19898,939.784,0.14,0.14,0.95,0.149,0.003,797,0
799,1654734130,26.794,57.53,11,400,12957,19896,939.784,0.14,0.15,0.97,0.152,0.003,799,0
801,1654734132,26.8,57.67,8,400,12955,19893,939.792,0.16,0.17,1.13,0.176,0.004,801,0
803,1654734134,26.805,57.57,0,400,12985,19920,939.793,0.17,0.18,1.16,0.181,0.004,803,0
805,1654734136,26.811,56.19,0,400,12980,19923,939.795,0.17,0.18,1.18,0.185,0.004,805,0
807,1654734138,26.817,54.88,0,400,12978,19924,939.789,0.17,0.17,1.14,0.178,0.004,807,0
809,1654734140,26.822,53.84,0,400,12977,19914,939.78,0.15,0.16,1.04,0.162,0.004,809,0
811,1654734142,26.827,53.0,0,400,12981,19921,939.808,0.14,0.15,1.0,0.156,0.004,811,0
813,1654734144,26.833,52.38,0,400,12974,19900,939.811,0.15,0.16,1.06,0.165,0.004,813,0
815,1654734146,26.838,51.85,6,400,12967,19900,939.806,0.15,0.15,1.02,0.158,0.004,815,0
817,1654734148,26.843,51.54,10,400,12974,19906,939.804,0.13,0.14,0.92,0.143,0.003,817,0
819,1654734150,26.849,51.21,0,400,12977,19908,939.788,0.12,0.12,0.8,0.124,0.003,819,0
821,1654734152,26.854,50.96,0,400,12983,19911,939.798,0.1,0.1,0.68,0.105,0.002,821,0
823,1654734154,26.859,50.74,0,400,12978,19913,939.786,0.08,0.08,0.56,0.087,0.002,823,0
825,1654734156,26.864,50.59,5,400,12975,19908,939.788,0.1,0.1,0.67,0.105,0.002,825,0
827,1654734158,26.869,50.34,5,400,12980,19920,939.767,0.1,0.11,0.72,0.112,0.003,827,0
829,1654734160,26.874,50.2,6,400,12980,19910,939.774,0.11,0.12,0.76,0.119,0.003,829,0
831,1654734162,26.879,49.97,12,400,12969,19897,939.779,0.12,0.13,0.86,0.134,0.003,831,0
833,1654734164,26.884,50.91,33,400,12956,19888,939.788,0.14,0.15,0.97,0.151,0.003,833,0
835,1654734166,26.889,52.14,28,400,12962,19879,939.788,0.16,0.16,1.08,0.169,0.004,835,0
837,1654734168,26.893,53.2,23,400,12964,19888,939.774,0.17,0.18,1.19,0.186,0.004,837,0
839,1654734170,26.898,54.11,14,400,12973,19906,939.778,0.17,0.18,1.19,0.186,0.004,839,0
841,1654734172,26.903,54.8,15,400,12973,19899,939.776,0.16,0.17,1.11,0.172,0.004,841,0
843,1654734174,26.907,55.4,9,400,12977,19906,939.784,0.18,0.19,1.23,0.191,0.004,843,0
845,1654734176,26.912,55.88,12,400,12974,19900,939.784,0.19,0.2,1.31,0.205,0.005,845,0
847,1654734178,26.916,56.26,8,400,12976,19904,939.773,0.21,0.22,1.45,0.226,0.005,847,0
849,1654734180,26.921,56.56,13,400,12981,19908,939.769,0.23,0.24,1.57,0.245,0.006,849,0
851,1654734182,26.925,56.87,12,400,12972,19899,939.766,0.28,0.29,1.94,0.302,0.007,851,0
853,1654734184,26.93,57.07,0,400,12981,19909,939.768,0.31,0.33,2.17,0.338,0.008,853,0
855,1654734186,26.934,57.27,1,400,12983,19906,939.767,0.34,0.35,2.33,0.363,0.008,855,0
857,1654734188,26.938,57.44,14,400,12980,19904,939.766,0.33,0.34,2.28,0.355,0.008,857,0
859,1654734190,26.942,57.83,0,400,13000,19934,939.76,0.36,0.38,2.5,0.389,0.009,859,0
861,1654734192,26.947,56.85,0,400,13007,19942,939.746,0.38,0.4,2.65,0.413,0.009,861,0
863,1654734194,26.951,54.87,0,400,13005,19925,939.754,0.37,0.38,2.55,0.398,0.009,863,0
865,1654734196,26.955,53.4,0,400,13003,19934,939.746,0.36,0.37,2.46,0.383,0.009,865,0
867,1654734198,26.959,52.67,2,400,12998,19931,939.738,0.33,0.34,2.26,0.353,0.008,867,0
869,1654734200,26.963,52.06,1,400,12997,19927,939.739,0.3,0.31,2.04,0.319,0.007,869,0
871,1654734202,26.967,51.65,4,400,12995,19925,939.719,0.27,0.28,1.85,0.289,0.007,871,0
873,1654734204,26.971,51.31,1,400,12993,19918,939.713,0.23,0.24,1.62,0.252,0.006,873,0
875,1654734206,26.974,51.01,1,400,13001,19923,939.729,0.2,0.21,1.37,0.214,0.005,875,0
877,1654734208,26.978,50.76,0,400,13000,19927,939.75,0.17,0.17,1.14,0.178,0.004,877,0
879,1654734210,26.982,50.52,0,400,12998,19919,939.746,0.15,0.16,1.06,0.165,0.004,879,0
881,1654734212,26.985,50.39,8,400,13002,19916,939.752,0.14,0.15,0.99,0.154,0.003,881,0
883,1654734214,26.989,50.25,11,400,12997,19912,939.761,0.14,0.14,0.95,0.148,0.003,883,0
885,1654734216,26.993,50.13,9,400,13002,19912,939.763,0.14,0.14,0.95,0.149,0.003,885,0
887,1654734218,26.996,49.9,26,400,12978,19893,939.76,0.15,0.15,1.01,0.158,0.004,887,0
889,1654734220,27.0,50.78,26,400,12984,19894,939.76,0.15,0.15,1.0,0.156,0.004,889,0
891,1654734222,27.003,51.98,32,400,12977,19894,939.756,0.15,0.15,1.01,0.158,0.004,891,0
893,1654734224,27.006,53.13,29,400,12986,19896,939.748,0.15,0.16,1.05,0.164,0.004,893,0
895,1654734226,27.01,53.99,24,400,12989,19907,939.762,0.16,0.16,1.07,0.167,0.004,895,0
897,1654734228,27.013,54.68,26,400,12988,19904,939.773,0.15,0.16,1.06,0.165,0.004,897,0
899,1654734230,27.016,55.28,26,400,12991,19902,939.764,0.15,0.16,1.04,0.163,0.004,899,0
901,1654734232,27.019,55.78,11,400,12999,19916,939.761,0.16,0.17,1.1,0.172,0.004,901,0
903,1654734234,27.023,56.16,3,400,12998,19915,939.762,0.17,0.18,1.16,0.181,0.004,903,0
905,1654734236,27.026,56.44,4,400,13002,19915,939.764,0.18,0.19,1.23,0.192,0.004,905,0
907,1654734238,27.029,56.84,17,400,13000,19901,939.779,0.15,0.16,1.06,0.166,0.004,907,0
909,1654734240,27.032,57.11,4,400,13000,19921,939.77,0.13,0.14,0.93,0.145,0.003,909,0
911,1654734242,27.035,57.28,9,400,13000,19913,939.761,0.14,0.14,0.94,0.146,0.003,911,0
913,1654734244,27.038,57.41,15,400,13000,19911,939.75,0.14,0.14,0.95,0.148,0.003,913,0
915,1654734246,27.04,57.34,0,400,13034,19958,939.75,0.13,0.13,0.88,0.138,0.003,915,0
917,1654734248,27.043,55.86,0,400,13019,19946,939.765,0.11,0.12,0.78,0.122,0.003,917,0
919,1654734250,27.046,54.57,0,400,13018,19943,939.761,0.1,0.1,0.67,0.105,0.002,919,0
921,1654734252,27.049,53.5,0,400,13020,19941,939.765,0.21,0.22,1.48,0.231,0.005,921,0
923,1654734254,27.051,52.72,10,400,13011,19924,939.752,0.3,0.31,2.07,0.323,0.007,923,0
925,1654734256,27.054,52.07,0,400,13015,19930,939.746,0.3,0.31,2.05,0.32,0.007,925,0
927,1654734258,27.056,51.59,0,400,13017,19930,939.761,0.27,0.29,1.89,0.295,0.007,927,0
929,1654734260,27.059,51.24,0,400,13019,19934,939.754,0.25,0.26,1.74,0.272,0.006,929,0
931,1654734262,27.061,50.9,7,400,13007,19922,939.749,0.22,0.23,1.5,0.234,0.005,931,0
933,1654734264,27.064,50.53,0,400,13015,19933,939.755,0.16,0.17,1.11,0.174,0.004,933,0
935,1654734266,27.066,50.35,1,400,13012,19930,939.759,0.14,0.15,0.96,0.15,0.003,935,0
937,1654734268,27.068,50.17,5,400,13015,19926,939.764,0.25,0.26,1.73,0.27,0.006,937,0
939,1654734270,27.071,50.03,8,400,13015,19926,939.755,0.3,0.31,2.09,0.325,0.007,939,0
941,1654734272,27.073,49.92,2,400,13017,19933,939.745,0.31,0.32,2.12,0.331,0.007,941,0
943,1654734274,27.075,49.66,27,400,12999,19908,939.754,0.29,0.3,2.02,0.315,0.007,943,0
945,1654734276,27.077,50.61,38,400,12991,19892,939.74,0.26,0.27,1.81,0.283,0.006,945,0
947,1654734278,27.079,51.87,37,400,12996,19899,939.746,0.23,0.24,1.57,0.245,0.006,947,0
949,1654734280,27.081,52.96,31,400,13006,19907,939.745,0.21,0.21,1.42,0.222,0.005,949,0
951,1654734282,27.083,54.17,21,400,13003,19907,939.764,0.17,0.17,1.15,0.18,0.004,951,0
953,1654734284,27.085,54.82,19,400,13009,19911,939.756,0.16,0.17,1.13,0.176,0.004,953,0
955,1654734286,27.087,55.54,14,400,13015,19923,939.742,0.16,0.17,1.12,0.175,0.004,955,0
957,1654734288,27.089,55.94,19,400,13010,19919,939.742,0.15,0.15,1.02,0.158,0.004,957,0
959,1654734290,27.091,56.23,18,400,13013,19919,939.735,0.13,0.13,0.89,0.138,0.003,959,0
961,1654734292,27.092,56.51,16,400,13011,19922,939.749,0.13,0.13,0.89,0.139,0.003,961,0
963,1654734294,27.094,56.72,13,400,13015,19929,939.758,0.14,0.14,0.94,0.147,0.003,963,0
965,1654734296,27.096,56.92,20,400,13013,19925,939.754,0.14,0.15,0.97,0.151,0.003,965,0
967,1654734298,27.097,57.13,13,400,13021,19927,939.74,0.14,0.15,0.99,0.154,0.003,967,0
969,1654734300,27.099,57.23,16,400,13016,19922,939.748,0.13,0.14,0.93,0.144,0.003,969,0
971,1654734302,27.1,57.52,0,400,13034,19948,939.754,0.12,0.12,0.83,0.129,0.003,971,0
973,1654734304,27.102,56.53,0,400,13039,19953,939.762,0.12,0.12,0.8,0.125,0.003,973,0
975,1654734306,27.103,55.05,0,400,13036,19952,939.771,0.12,0.13,0.86,0.134,0.003,975,0
977,1654734308,27.104,53.85,0,400,13034,19932,939.751,0.12,0.13,0.86,0.134,0.003,977,0
979,1654734310,27.106,52.96,0,400,13038,19957,939.768,0.14,0.15,0.97,0.151,0.003,979,0
981,1654734312,27.107,52.27,0,400,13033,19952,939.745,0.15,0.16,1.03,0.161,0.004,981,0
983,1654734314,27.108,51.73,12,400,13024,19933,939.766,0.14,0.15,0.99,0.154,0.003,983,0
985,1654734316,27.109,51.28,5,400,13031,19945,939.756,0.14,0.14,0.94,0.147,0.003,985,0
987,1654734318,27.111,50.95,0,400,13032,19942,939.752,0.15,0.16,1.05,0.164,0.004,987,0
989,1654734320,27.112,50.69,3,400,13029,19938,939.743,0.16,0.16,1.08,0.168,0.004,989,0
991,1654734322,27.113,50.43,10,400,13035,19938,939.746,0.16,0.16,1.09,0.17,0.004,991,0
993,1654734324,27.114,50.25,10,400,13030,19945,939.733,0.16,0.16,1.07,0.167,0.004,993,0
995,1654734326,27.115,50.07,15,400,13028,19935,939.738,0.17,0.18,1.18,0.183,0.004,995,0
997,1654734328,27.115,49.93,0,400,13033,19944,939.746,0.19,0.19,1.29,0.201,0.005,997,0
999,1654734330,27.116,49.81,3,400,13034,19944,939.735,0.2,0.21,1.36,0.213,0.005,999,0
1001,1654734332,27.117,49.94,28,400,13013,19908,939.748,0.23,0.24,1.56,0.244,0.006,1001,0
1003,1654734334,27.118,51.21,39,400,13013,19914,939.743,0.26,0.27,1.8,0.281,0.006,1003,0
1005,1654734336,27.119,52.43,22,400,13020,19923,939.751,0.3,0.32,2.09,0.326,0.007,1005,0
1007,1654734338,27.119,53.41,20,400,13025,19927,939.744,0.31,0.32,2.12,0.331,0.007,1007,0
1009,1654734340,27.12,54.2,18,400,13024,19928,939.76,0.3,0.31,2.07,0.323,0.007,1009,0
1011,1654734342,27.12,54.83,18,400,13023,19931,939.75,0.29,0.31,2.02,0.315,0.007,1011,0
1013,1654734344,27.121,55.32,15,400,13019,19926,939.756,0.27,0.28,1.88,0.293,0.007,1013,0
1015,1654734346,27.121,55.78,11,400,13026,19929,939.758,0.26,0.27,1.76,0.274,0.006,1015,0
1017,1654734348,27.122,56.11,15,400,13028,19933,939.747,0.25,0.26,1.72,0.268,0.006,1017,0
1019,1654734350,27.122,56.41,16,400,13027,19934,939.754,0.24,0.25,1.63,0.254,0.006,1019,0
1021,1654734352,27.122,56.63,9,400,13023,19938,939.757,0.22,0.23,1.5,0.234,0.005,1021,0
1023,1654734354,27.123,56.82,3,400,13031,19935,939.747,0.21,0.22,1.45,0.225,0.005,1023,0
1025,1654734356,27.123,57.02,16,400,13030,19929,939.752,0.26,0.27,1.76,0.274,0.006,1025,0
1027,1654734358,27.123,57.16,11,400,13027,19933,939.766,0.29,0.3,1.97,0.307,0.007,1027,0
1029,1654734360,27.123,57.27,11,400,13031,19925,939.764,0.29,0.3,1.97,0.308,0.007,1029,0
1031,1654734362,27.123,57.13,0,400,13049,19957,939.751,0.29,0.3,2.01,0.314,0.007,1031,0
1033,1654734364,27.123,55.7,0,400,13064,19968,939.737,0.3,0.31,2.08,0.324,0.007,1033,0
1035,1654734366,27.123,54.39,0,400,13043,19955,939.741,0.28,0.3,1.96,0.306,0.007,1035,0
1037,1654734368,27.123,53.32,1,400,13048,19954,939.747,0.27,0.28,1.84,0.288,0.006,1037,0
1039,1654734370,27.123,52.48,0,400,13054,19956,939.753,0.29,0.31,2.02,0.315,0.007,1039,0
