,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
520,1654733851,25.484,54.0,2,400,12812,19807,939.825,0.33,0.36,2.19,0.375,0.029,520,0
522,1654733853,25.497,53.1,8,400,12805,19804,939.817,0.28,0.31,1.9,0.326,0.025,522,0
524,1654733855,25.51,52.38,7,400,12807,19798,939.829,0.24,0.26,1.61,0.276,0.021,524,0
526,1654733857,25.523,51.83,15,400,12807,19798,939.852,0.21,0.22,1.46,0.228,0.005,526,0
528,1654733859,25.536,51.35,1,400,12809,19807,939.842,0.21,0.21,1.41,0.22,0.005,528,0
530,1654733861,25.549,51.01,0,400,12809,19813,939.838,0.19,0.19,1.28,0.2,0.005,530,0
532,1654733863,25.562,50.68,5,400,12810,19809,939.829,0.16,0.17,1.12,0.174,0.004,532,0
534,1654733865,25.575,50.49,3,400,12813,19809,939.825,0.15,0.16,0.98,0.168,0.013,534,0
536,1654733867,25.588,50.23,14,400,12814,19808,939.821,0.14,0.15,0.92,0.158,0.012,536,0
538,1654733869,25.601,50.12,13,400,12816,19803,939.812,0.18,0.19,1.23,0.192,0.004,538,0
540,1654733871,25.613,49.98,10,400,12817,19799,939.809,0.23,0.24,1.62,0.252,0.006,540,0
542,1654733873,25.626,49.81,9,400,12810,19796,939.808,0.25,0.26,1.72,0.269,0.006,542,0
544,1654733875,25.639,49.6,31,400,12801,19782,939.819,0.26,0.27,1.8,0.281,0.006,544,0
546,1654733877,25.651,50.41,39,400,12795,19778,939.823,0.25,0.26,1.74,0.272,0.006,546,0
548,1654733879,25.664,51.64,24,400,12801,19784,939.824,0.23,0.24,1.59,0.247,0.006,548,0
550,1654733881,25.676,52.71,29,400,12802,19779,939.816,0.2,0.21,1.38,0.216,0.005,550,0
552,1654733883,25.688,53.6,25,400,12805,19791,939.836,0.17,0.18,1.18,0.183,0.004,552,0
554,1654733885,25.701,54.32,28,400,12807,19786,939.833,0.14,0.15,0.98,0.153,0.003,554,0
556,1654733887,25.713,54.91,22,400,12814,19799,939.829,0.12,0.13,0.85,0.133,0.003,556,0
558,1654733889,25.725,55.77,9,400,12819,19801,939.832,0.12,0.13,0.83,0.13,0.003,558,0
560,1654733891,25.737,56.11,6,400,12823,19806,939.835,0.12,0.12,0.79,0.124,0.003,560,0
562,1654733893,25.749,56.39,16,400,12815,19798,939.835,0.12,0.13,0.79,0.133,0.009,562,0
564,1654733895,25.761,56.65,10,400,12823,19800,939.835,0.11,0.12,0.77,0.13,0.009,564,0
566,1654733897,25.773,56.93,8,400,12820,19810,939.825,0.25,0.27,1.71,0.285,0.018,566,0
568,1654733899,25.785,57.24,6,400,12825,19805,939.828,0.41,0.45,2.8,0.467,0.028,568,0
570,1654733901,25.797,57.21,0,400,12853,19832,939.839,0.43,0.46,2.89,0.481,0.029,570,0
572,1654733903,25.809,55.88,0,400,12849,19836,939.83,0.4,0.44,2.72,0.453,0.027,572,0
574,1654733905,25.82,54.63,2,400,12844,19826,939.838,0.36,0.39,2.43,0.405,0.025,574,0
576,1654733907,25.832,53.56,4,400,12853,19840,939.843,0.31,0.34,2.1,0.349,0.021,576,0
578,1654733909,25.844,52.74,14,400,12840,19822,939.839,0.29,0.31,2.03,0.316,0.007,578,0
580,1654733911,25.855,52.13,3,400,12849,19830,939.831,0.29,0.3,1.97,0.307,0.007,580,0
582,1654733913,25.867,51.64,2,400,12841,19819,939.827,0.28,0.3,1.88,0.315,0.02,582,0
584,1654733915,25.878,51.06,13,400,12842,19818,939.837,0.24,0.27,1.65,0.276,0.017,584,0
586,1654733917,25.89,50.78,14,400,12841,19814,939.823,0.21,0.23,1.43,0.239,0.015,586,0
588,1654733919,25.901,50.5,4,400,12848,19830,939.824,0.2,0.2,1.35,0.21,0.005,588,0
590,1654733921,25.912,50.36,9,400,12843,19820,939.838,0.17,0.18,1.2,0.186,0.004,590,0
592,1654733923,25.923,50.14,2,400,12850,19823,939.831,0.16,0.17,1.12,0.174,0.004,592,0
594,1654733925,25.935,50.0,13,400,12854,19833,939.833,0.17,0.17,1.15,0.18,0.004,594,0
596,1654733927,25.946,49.85,0,400,12852,19824,939.834,0.18,0.2,1.24,0.207,0.013,596,0
598,1654733929,25.957,50.37,37,400,12829,19792,939.818,0.2,0.21,1.38,0.216,0.005,598,0
600,1654733931,25.968,51.57,24,400,12832,19803,939.836,0.19,0.2,1.32,0.206,0.005,600,0
602,1654733933,25.979,53.08,26,400,12841,19808,939.85,0.18,0.2,1.24,0.208,0.013,602,0
604,1654733935,25.99,53.94,28,400,12842,19814,939.842,0.16,0.18,1.11,0.186,0.012,604,0
606,1654733937,26.001,54.85,11,400,12847,19818,939.843,0.13,0.15,0.91,0.152,0.01,606,0
608,1654733939,26.011,55.39,15,400,12851,19829,939.832,0.11,0.12,0.76,0.127,0.008,608,0
610,1654733941,26.022,55.81,17,400,12846,19811,939.837,0.1,0.1,0.69,0.107,0.002,610,0
612,1654733943,26.033,56.16,3,400,12855,19824,939.836,0.12,0.13,0.8,0.133,0.008,612,0
614,1654733945,26.043,56.49,6,400,12853,19825,939.845,0.15,0.16,1.05,0.163,0.004,614,0
616,1654733947,26.054,56.7,11,400,12858,19827,939.84,0.17,0.18,1.13,0.189,0.012,616,0
618,1654733949,26.064,56.95,0,400,12852,19816,939.839,0.19,0.19,1.28,0.2,0.005,618,0
620,1654733951,26.075,57.15,10,400,12855,19817,939.838,0.19,0.2,1.3,0.203,0.005,620,0
622,1654733953,26.085,57.28,3,400,12864,19829,939.838,0.22,0.22,1.49,0.232,0.005,622,0
624,1654733955,26.096,57.59,0,400,12879,19842,939.851,0.21,0.22,1.48,0.23,0.005,624,0
626,1654733957,26.106,56.7,0,400,12881,19856,939.861,0.2,0.21,1.36,0.213,0.005,626,0
628,1654733959,26.116,55.31,0,400,12886,19862,939.852,0.2,0.2,1.35,0.21,0.005,628,0
630,1654733961,26.126,54.18,1,400,12883,19853,939.836,0.22,0.23,1.52,0.237,0.005,630,0
632,1654733963,26.137,53.23,1,400,12887,19855,939.844,0.23,0.24,1.58,0.246,0.006,632,0
634,1654733965,26.147,52.5,7,400,12882,19848,939.834,0.25,0.26,1.71,0.266,0.006,634,0
636,1654733967,26.157,51.97,11,400,12876,19842,939.841,0.25,0.26,1.73,0.27,0.006,636,0
638,1654733969,26.167,51.48,10,400,12876,19843,939.844,0.25,0.26,1.7,0.264,0.006,638,0
640,1654733971,26.176,51.17,8,400,12878,19842,939.835,0.23,0.23,1.55,0.242,0.005,640,0
642,1654733973,26.186,50.86,11,400,12880,19842,939.805,0.24,0.25,1.63,0.254,0.006,642,0
644,1654733975,26.196,50.59,0,400,12885,19859,939.81,0.26,0.27,1.78,0.278,0.006,644,0
646,1654733977,26.206,50.41,3,400,12889,19852,939.819,0.29,0.3,1.98,0.308,0.007,646,0
648,1654733979,26.216,50.28,11,400,12880,19850,939.817,0.31,0.32,2.12,0.331,0.007,648,0
650,1654733981,26.225,50.12,4,400,12881,19851,939.812,0.31,0.32,2.11,0.329,0.007,650,0
652,1654733983,26.235,49.99,1,400,12886,19845,939.805,0.3,0.31,2.07,0.323,0.007,652,0
654,1654733985,26.244,49.78,29,400,12868,19824,939.795,0.3,0.31,2.08,0.324,0.007,654,0
656,1654733987,26.254,50.6,32,400,12868,19820,939.81,0.31,0.32,2.12,0.331,0.007,656,0
658,1654733989,26.263,51.8,33,400,12868,19818,939.812,0.29,0.3,1.99,0.311,0.007,658,0
660,1654733991,26.273,52.9,29,400,12871,19819,939.806,0.26,0.27,1.78,0.277,0.006,660,0
662,1654733993,26.282,53.76,20,400,12878,19836,939.792,0.24,0.25,1.66,0.26,0.006,662,0
664,1654733995,26.291,54.51,18,400,12882,19848,939.795,0.22,0.23,1.52,0.237,0.005,664,0
666,1654733997,26.3,55.1,7,400,12890,19841,939.804,0.21,0.21,1.42,0.221,0.005,666,0
668,1654733999,26.31,55.59,14,400,12887,19841,939.801,0.21,0.22,1.47,0.229,0.005,668,0
670,1654734001,26.319,56.0,2,400,12885,19844,939.788,0.21,0.22,1.46,0.228,0.005,670,0
672,1654734003,26.328,56.33,6,400,12892,19848,939.793,0.21,0.22,1.48,0.23,0.005,672,0
674,1654734005,26.337,56.57,19,400,12884,19832,939.79,0.22,0.23,1.52,0.237,0.005,674,0
676,1654734007,26.346,56.81,15,400,12886,19839,939.79,0.22,0.23,1.54,0.24,0.005,676,0
678,1654734009,26.355,57.0,6,400,12891,19850,939.788,0.21,0.22,1.43,0.224,0.005,678,0
680,1654734011,26.363,57.2,4,400,12896,19855,939.785,0.19,0.19,1.27,0.199,0.004,680,0
682,1654734013,26.372,57.33,7,400,12892,19852,939.773,0.18,0.18,1.22,0.19,0.004,682,0
684,1654734015,26.381,57.58,0,400,12910,19873,939.788,0.17,0.17,1.15,0.18,0.004,684,0
686,1654734017,26.39,56.72,0,400,12920,19881,939.797,0.16,0.17,1.11,0.172,0.004,686,0
688,1654734019,26.398,55.3,6,400,12910,19874,939.796,0.16,0.17,1.12,0.175,0.004,688,0
690,1654734021,26.407,54.12,2,400,12912,19865,939.788,0.17,0.17,1.14,0.178,0.004,690,0
692,1654734023,26.415,53.2,3,400,12910,19864,939.793,0.16,0.17,1.1,0.172,0.004,692,0
694,1654734025,26.424,52.46,0,400,12916,19866,939.79,0.15,0.15,1.0,0.156,0.004,694,0
696,1654734027,26.432,51.94,7,400,12918,19864,939.789,0.13,0.13,0.87,0.136,0.003,696,0
698,1654734029,26.44,51.47,11,400,12914,19858,939.79,0.12,0.13,0.83,0.13,0.003,698,0
700,1654734031,26.449,51.16,17,400,12913,19859,939.781,0.11,0.12,0.78,0.122,0.003,700,0
702,1654734033,26.457,50.88,22,400,12915,19863,939.787,0.12,0.12,0.79,0.123,0.003,702,0
704,1654734035,26.465,50.61,4,400,12920,19869,939.79,0.15,0.15,1.01,0.158,0.004,704,0
706,1654734037,26.473,50.4,5,400,12917,19873,939.783,0.2,0.21,1.39,0.217,0.005,706,0
708,1654734039,26.481,50.29,14,400,12919,19871,939.772,0.25,0.26,1.69,0.264,0.006,708,0
710,1654734041,26.489,50.1,9,400,12919,19863,939.783,0.26,0.27,1.8,0.28,0.006,710,0
712,1654734043,26.497,50.0,7,400,12919,19871,939.778,0.27,0.28,1.85,0.288,0.007,712,0
714,1654734045,26.505,49.8,21,400,12910,19855,939.766,0.27,0.28,1.86,0.29,0.007,714,0
716,1654734047,26.513,50.65,45,400,12892,19836,939.795,0.27,0.28,1.87,0.292,0.007,716,0
718,1654734049,26.521,51.9,28,400,12903,19842,939.801,0.27,0.28,1.85,0.289,0.007,718,0
720,1654734051,26.529,52.96,25,400,12906,19852,939.78,0.27,0.28,1.83,0.285,0.006,720,0
722,1654734053,26.537,53.87,11,400,12916,19869,939.78,0.25,0.26,1.73,0.27,0.006,722,0
724,1654734055,26.544,54.56,14,400,12916,19860,939.767,0.26,0.27,1.8,0.281,0.006,724,0
726,1654734057,26.552,55.13,16,400,12916,19862,939.76,0.3,0.31,2.08,0.325,0.007,726,0
728,1654734059,26.559,55.66,4,400,12921,19858,939.745,0.31,0.32,2.15,0.336,0.008,728,0
730,1654734061,26.567,56.04,23,400,12916,19857,939.758,0.31,0.32,2.12,0.331,0.007,730,0
732,1654734063,26.574,56.38,20,400,12922,19857,939.755,0.3,0.31,2.08,0.324,0.007,732,0
734,1654734065,26.582,56.67,21,400,12924,19863,939.747,0.29,0.31,2.03,0.316,0.007,734,0
736,1654734067,26.589,56.9,10,400,12921,19860,939.751,0.29,0.3,1.98,0.309,0.007,736,0
738,1654734069,26.596,57.08,9,400,12923,19868,939.752,0.3,0.31,2.06,0.321,0.007,738,0
740,1654734071,26.604,57.24,10,400,12932,19873,939.756,0.29,0.3,1.98,0.309,0.007,740,0
742,1654734073,26.611,57.37,14,400,12921,19860,939.77,0.27,0.28,1.88,0.294,0.007,742,0
744,1654734075,26.618,57.68,0,400,12938,19890,939.775,0.26,0.27,1.78,0.277,0.006,744,0
746,1654734077,26.625,56.77,0,400,12947,19894,939.775,0.25,0.26,1.72,0.268,0.006,746,0
748,1654734079,26.632,55.33,0,400,12950,19893,939.753,0.23,0.23,1.55,0.242,0.005,748,0
750,1654734081,26.639,54.17,8,400,12946,19895,939.76,0.23,0.24,1.58,0.247,0.006,750,0
752,1654734083,26.646,53.22,0,400,12954,19899,939.774,0.25,0.26,1.75,0.273,0.006,752,0
754,1654734085,26.653,52.51,3,400,12946,19888,939.761,0.27,0.28,1.83,0.286,0.006,754,0
756,1654734087,26.66,51.9,6,400,12936,19892,939.77,0.25,0.26,1.74,0.272,0.006,756,0
758,1654734089,26.667,51.49,15,400,12945,19887,939.773,0.24,0.24,1.62,0.253,0.006,758,0
760,1654734091,26.673,51.15,15,400,12948,19885,939.755,0.25,0.26,1.69,0.264,0.006,760,0
762,1654734093,26.68,50.88,16,400,12944,19885,939.753,0.26,0.27,1.82,0.283,0.006,762,0
764,1654734095,26.687,50.68,6,400,12947,19897,939.75,0.27,0.28,1.86,0.29,0.007,764,0
766,1654734097,26.693,50.47,11,400,12953,19890,939.754,0.25,0.26,1.74,0.272,0.006,766,0
768,1654734099,26.7,50.39,14,400,12948,19888,939.768,0.23,0.23,1.55,0.242,0.005,768,0
770,1654734101,26.706,50.19,6,400,12950,19885,939.759,0.19,0.2,1.34,0.209,0.005,770,0
772,1654734103,26.713,50.11,8,400,12955,19889,939.765,0.22,0.22,1.49,0.232,0.005,772,0
774,1654734105,26.719,49.87,26,400,12932,19870,939.775,0.24,0.25,1.65,0.257,0.006,774,0
776,1654734107,26.725,50.75,19,400,12940,19877,939.753,0.27,0.28,1.83,0.285,0.006,776,0
778,1654734109,26.732,52.0,36,400,12935,19866,939.759,0.28,0.29,1.9,0.296,0.007,778,0
780,1654734111,26.738,53.12,17,400,12948,19874,939.759,0.27,0.28,1.85,0.288,0.007,780,0
782,1654734113,26.744,54.03,18,400,12946,19872,939.762,0.26,0.27,1.76,0.274,0.006,782,0
784,1654734115,26.75,54.99,23,400,12948,19882,939.779,0.22,0.23,1.51,0.236,0.005,784,0
786,1654734117,26.756,55.57,10,400,12950,19881,939.774,0.21,0.22,1.43,0.222,0.005,786,0
788,1654734119,26.762,56.02,10,400,12955,19882,939.776,0.19,0.19,1.27,0.199,0.004,788,0
790,1654734121,26.768,56.37,10,400,12954,19893,939.79,0.16,0.17,1.1,0.171,0.004,790,0
792,1654734123,26.774,56.67,6,400,12960,19890,939.794,0.13,0.14,0.93,0.144,0.003,792,0
794,1654734125,26.78,56.92,15,400,12953,19885,939.799,0.13,0.13,0.89,0.139,0.003,794,0
796,1654734127,26.786,57.22,8,400,12959,19897,939.788,0.13,0.14,0.92,0.143,0.003,796,0
798,1654734129,26.791,57.45,10,400,12957,19886,939.786,0.14,0.15,0.98,0.153,0.003,798,0
800,1654734131,26.797,57.6,9,400,12954,19895,939.793,0.16,0.16,1.08,0.169,0.004,800,0
802,1654734133,26.803,57.86,0,400,12978,19913,939.792,0.17,0.18,1.16,0.181,0.004,802,0
804,1654734135,26.808,56.93,0,400,12983,19926,939.793,0.17,0.18,1.17,0.183,0.004,804,0
806,1654734137,26.814,55.5,0,400,12975,19918,939.794,0.17,0.18,1.17,0.182,0.004,806,0
808,1654734139,26.819,54.28,0,400,12977,19914,939.783,0.16,0.16,1.08,0.168,0.004,808,0
810,1654734141,26.825,53.4,0,400,12979,19915,939.797,0.15,0.15,1.0,0.156,0.004,810,0
812,1654734143,26.83,52.69,1,400,12971,19908,939.806,0.15,0.16,1.05,0.164,0.004,812,0
814,1654734145,26.836,52.12,0,400,12981,19909,939.8,0.15,0.16,1.05,0.164,0.004,814,0
816,1654734147,26.841,51.69,7,400,12974,19903,939.798,0.14,0.15,0.99,0.154,0.003,816,0
818,1654734149,26.846,51.33,0,400,12975,19910,939.799,0.13,0.13,0.88,0.137,0.003,818,0
820,1654734151,26.851,51.08,0,400,12981,19922,939.791,0.11,0.11,0.76,0.118,0.003,820,0
822,1654734153,26.856,50.84,0,400,12977,19909,939.791,0.09,0.1,0.64,0.099,0.002,822,0
824,1654734155,26.861,50.62,8,400,12972,19902,939.778,0.08,0.09,0.58,0.09,0.002,824,0
826,1654734157,26.867,50.48,7,400,12979,19911,939.783,0.1,0.11,0.7,0.109,0.002,826,0
828,1654734159,26.871,50.26,7,400,12981,19907,939.764,0.1,0.11,0.71,0.11,0.002,828,0
830,1654734161,26.876,50.18,7,400,12975,19906,939.783,0.11,0.12,0.77,0.12,0.003,830,0
832,1654734163,26.881,50.3,34,400,12960,19882,939.786,0.13,0.13,0.88,0.136,0.003,832,0
834,1654734165,26.886,51.51,27,400,12961,19881,939.793,0.14,0.15,0.99,0.154,0.003,834,0
836,1654734167,26.891,52.67,26,400,12965,19885,939.775,0.16,0.17,1.1,0.172,0.004,836,0
838,1654734169,26.896,53.67,28,400,12968,19892,939.774,0.18,0.18,1.2,0.188,0.004,838,0
840,1654734171,26.9,54.51,16,400,12969,19900,939.767,0.17,0.18,1.17,0.183,0.004,840,0
842,1654734173,26.905,55.13,20,400,12966,19889,939.778,0.17,0.18,1.17,0.182,0.004,842,0
844,1654734175,26.91,55.6,10,400,12975,19904,939.796,0.19,0.19,1.28,0.2,0.005,844,0
846,1654734177,26.914,56.11,4,400,12977,19905,939.776,0.2,0.21,1.37,0.214,0.005,846,0
848,1654734179,26.919,56.42,3,400,12976,19906,939.762,0.22,0.23,1.52,0.237,0.005,848,0
850,1654734181,26.923,56.71,14,400,12973,19893,939.771,0.27,0.28,1.84,0.288,0.006,850,0
852,1654734183,26.927,56.95,9,400,12977,19900,939.766,0.3,0.31,2.07,0.323,0.007,852,0
854,1654734185,26.932,57.15,13,400,12979,19906,939.769,0.33,0.35,2.29,0.358,0.008,854,0
856,1654734187,26.936,57.35,14,400,12979,19901,939.764,0.34,0.35,2.32,0.361,0.008,856,0
858,1654734189,26.94,57.51,10,400,12979,19905,939.755,0.33,0.34,2.25,0.351,0.008,858,0
860,1654734191,26.945,57.5,0,400,13006,19932,939.754,0.37,0.39,2.57,0.4,0.009,860,0
862,1654734193,26.949,55.53,0,400,13006,19936,939.756,0.38,0.4,2.65,0.413,0.009,862,0
864,1654734195,26.953,54.29,0,400,12996,19925,939.745,0.36,0.37,2.48,0.386,0.009,864,0
866,1654734197,26.957,53.03,0,400,13001,19926,939.742,0.34,0.35,2.34,0.365,0.008,866,0
868,1654734199,26.961,52.32,0,400,12995,19936,939.742,0.3,0.32,2.09,0.326,0.007,868,0
870,1654734201,26.965,51.85,3,400,12995,19926,939.748,0.28,0.29,1.93,0.3,0.007,870,0
872,1654734203,26.969,51.43,7,400,12991,19918,939.711,0.26,0.27,1.78,0.277,0.006,872,0
874,1654734205,26.972,51.14,0,400,12994,19914,939.72,0.22,0.23,1.53,0.239,0.005,874,0
876,1654734207,26.976,50.86,4,400,12993,19916,939.745,0.19,0.19,1.29,0.201,0.005,876,0
878,1654734209,26.98,50.62,0,400,12999,19917,939.755,0.16,0.17,1.12,0.174,0.004,878,0
880,1654734211,26.984,50.46,12,400,12995,19914,939.748,0.15,0.15,1.02,0.159,0.004,880,0
882,1654734213,26.987,50.33,7,400,12994,19916,939.755,0.14,0.15,0.98,0.153,0.003,882,0
884,1654734215,26.991,50.17,4,400,13002,19919,939.766,0.13,0.14,0.93,0.144,0.003,884,0
886,1654734217,26.994,50.06,4,400,13002,19920,939.77,0.14,0.14,0.95,0.148,0.003,886,0
888,1654734219,26.998,50.16,43,400,12978,19888,939.748,0.15,0.15,1.02,0.159,0.004,888,0
890,1654734221,27.001,51.42,26,400,12980,19900,939.765,0.14,0.15,0.98,0.153,0.003,890,0
892,1654734223,27.005,52.58,27,400,12993,19906,939.756,0.15,0.15,1.01,0.158,0.004,892,0
894,1654734225,27.008,53.59,16,400,12994,19905,939.748,0.16,0.16,1.08,0.168,0.004,894,0
896,1654734227,27.011,54.39,28,400,12989,19902,939.771,0.15,0.16,1.03,0.161,0.004,896,0
898,1654734229,27.015,55.0,18,400,12986,19906,939.755,0.15,0.16,1.06,0.165,0.004,898,0
900,1654734231,27.018,55.48,7,400,12999,19917,939.765,0.15,0.16,1.05,0.163,0.004,900,0
902,1654734233,27.021,55.95,10,400,13003,19919,939.756,0.17,0.18,1.16,0.181,0.004,902,0
904,1654734235,27.024,56.29,15,400,12994,19909,939.767,0.18,0.19,1.23,0.191,0.004,904,0
906,1654734237,27.027,56.56,9,400,12998,19920,939.773,0.18,0.18,1.21,0.188,0.004,906,0
908,1654734239,27.03,56.97,11,400,12998,19912,939.78,0.15,0.15,1.02,0.159,0.004,908,0
910,1654734241,27.033,57.22,10,400,12999,19914,939.763,0.13,0.14,0.92,0.144,0.003,910,0
912,1654734243,27.036,57.4,5,400,12996,19911,939.752,0.14,0.14,0.95,0.148,0.003,912,0
914,1654734245,27.039,57.65,0,400,13017,19941,939.753,0.14,0.14,0.93,0.145,0.003,914,0
916,1654734247,27.042,56.64,0,400,13026,19950,939.765,0.12,0.13,0.85,0.133,0.003,916,0
918,1654734249,27.045,55.21,0,400,13015,19939,939.768,0.11,0.11,0.75,0.117,0.003,918,0
920,1654734251,27.047,54.0,0,400,13015,19944,939.759,0.1,0.1,0.69,0.107,0.002,920,0
922,1654734253,27.05,53.1,0,400,13021,19937,939.757,0.27,0.28,1.83,0.286,0.006,922,0
924,1654734255,27.053,52.36,3,400,13020,19934,939.751,0.3,0.32,2.09,0.326,0.007,924,0
926,1654734257,27.055,51.82,0,400,13022,19939,939.748,0.29,0.3,2.01,0.313,0.007,926,0
928,1654734259,27.058,51.39,3,400,13020,19934,939.757,0.26,0.27,1.82,0.284,0.006,928,0
930,1654734261,27.06,51.05,3,400,13006,19926,939.749,0.23,0.24,1.58,0.247,0.006,930,0
932,1654734263,27.063,50.65,0,400,13024,19932,939.753,0.18,0.19,1.26,0.197,0.004,932,0
934,1654734265,27.065,50.46,8,400,13009,19932,939.751,0.15,0.16,1.04,0.163,0.004,934,0
936,1654734267,27.067,50.26,2,400,13022,19938,939.763,0.19,0.2,1.33,0.208,0.005,936,0
938,1654734269,27.07,50.1,0,400,13019,19949,939.759,0.28,0.29,1.91,0.298,0.007,938,0
940,1654734271,27.072,49.97,7,400,13013,19925,939.755,0.31,0.32,2.12,0.33,0.007,940,0
942,1654734273,27.074,49.89,11,400,13018,19929,939.745,0.3,0.31,2.07,0.322,0.007,942,0
944,1654734275,27.076,49.97,33,400,12999,19906,939.749,0.27,0.29,1.89,0.295,0.007,944,0
946,1654734277,27.078,51.28,31,400,12997,19906,939.746,0.24,0.25,1.66,0.258,0.006,946,0
948,1654734279,27.08,52.47,24,400,12993,19909,939.742,0.21,0.22,1.46,0.228,0.005,948,0
950,1654734281,27.082,53.43,25,400,13005,19914,939.75,0.19,0.2,1.32,0.207,0.005,950,0
952,1654734283,27.084,54.52,18,400,13008,19911,939.762,0.17,0.17,1.15,0.179,0.004,952,0
954,1654734285,27.086,55.07,13,400,13014,19919,939.741,0.17,0.18,1.16,0.181,0.004,954,0
956,1654734287,27.088,55.75,17,400,13010,19924,939.741,0.16,0.16,1.09,0.17,0.004,956,0
958,1654734289,27.09,56.08,18,400,13012,19914,939.739,0.14,0.15,0.97,0.152,0.003,958,0
960,1654734291,27.091,56.38,14,400,13009,19923,939.744,0.12,0.13,0.84,0.131,0.003,960,0
962,1654734293,27.093,56.59,20,400,13013,19922,939.753,0.13,0.14,0.92,0.144,0.003,962,0
964,1654734295,27.095,56.82,7,400,13018,19924,939.761,0.14,0.14,0.93,0.145,0.003,964,0
966,1654734297,27.096,57.02,21,400,13012,19925,939.745,0.14,0.15,0.99,0.155,0.003,966,0
968,1654734299,27.098,57.18,9,400,13016,19923,939.746,0.14,0.14,0.95,0.149,0.003,968,0
970,1654734301,27.1,57.31,7,400,13018,19916,939.742,0.13,0.13,0.86,0.134,0.003,970,0
972,1654734303,27.101,57.17,0,400,13038,19951,939.755,0.12,0.12,0.8,0.125,0.003,972,0
974,1654734305,27.102,55.78,0,400,13047,19956,939.768,0.12,0.13,0.83,0.13,0.003,974,0
976,1654734307,27.104,54.42,0,400,13035,19940,939.754,0.13,0.13,0.87,0.135,0.003,976,0
978,1654734309,27.105,53.41,0,400,13038,19943,939.75,0.13,0.14,0.91,0.142,0.003,978,0
980,1654734311,27.106,52.59,3,400,13030,19946,939.756,0.15,0.15,1.03,0.16,0.004,980,0
982,1654734313,27.108,51.97,5,400,13030,19946,939.749,0.15,0.15,1.01,0.158,0.004,982,0
984,1654734315,27.109,51.47,6,400,13029,19940,939.763,0.13,0.14,0.93,0.145,0.003,984,0
986,1654734317,27.11,51.12,0,400,13037,19948,939.752,0.15,0.15,1.0,0.156,0.004,986,0
988,1654734319,27.111,50.8,16,400,13032,19942,939.746,0.15,0.16,1.05,0.164,0.004,988,0
990,1654734321,27.112,50.54,3,400,13033,19944,939.744,0.16,0.17,1.1,0.171,0.004,990,0
992,1654734323,27.113,50.34,0,400,13031,19940,939.736,0.16,0.16,1.07,0.167,0.004,992,0
994,1654734325,27.114,50.18,0,400,13025,19930,939.734,0.16,0.17,1.12,0.175,0.004,994,0
996,1654734327,27.115,50.04,12,400,13030,19940,939.742,0.17,0.18,1.18,0.184,0.004,996,0
998,1654734329,27.116,49.9,7,400,13034,19943,939.735,0.19,0.2,1.33,0.208,0.005,998,0
1000,1654734331,27.117,49.62,36,400,13016,19914,939.744,0.22,0.23,1.52,0.236,0.005,1000,0
1002,1654734333,27.117,50.57,34,400,13012,19910,939.747,0.24,0.25,1.66,0.259,0.006,1002,0
1004,1654734335,27.118,51.87,22,400,13013,19914,939.747,0.28,0.29,1.9,0.297,0.007,1004,0
1006,1654734337,27.119,52.9,30,400,13018,19916,939.743,0.31,0.32,2.13,0.331,0.007,1006,0
1008,1654734339,27.119,53.83,13,400,13019,19927,939.751,0.3,0.32,2.09,0.326,0.007,1008,0
1010,1654734341,27.12,54.53,14,400,13023,19933,939.757,0.3,0.31,2.04,0.318,0.007,1010,0
1012,1654734343,27.121,55.1,14,400,13023,19929,939.752,0.29,0.3,1.99,0.31,0.007,1012,0
1014,1654734345,27.121,55.57,19,400,13023,19925,939.752,0.26,0.27,1.81,0.283,0.006,1014,0
1016,1654734347,27.122,55.94,18,400,13027,19926,939.751,0.26,0.27,1.76,0.275,0.006,1016,0
1018,1654734349,27.122,56.25,11,400,13030,19935,939.757,0.24,0.25,1.68,0.262,0.006,1018,0
1020,1654734351,27.122,56.5,19,400,13024,19932,939.753,0.22,0.23,1.51,0.236,0.005,1020,0
1022,1654734353,27.123,56.72,8,400,13024,19934,939.752,0.21,0.22,1.44,0.224,0.005,1022,0
1024,1654734355,27.123,56.92,12,400,13027,19931,939.75,0.24,0.25,1.64,0.255,0.006,1024,0
1026,1654734357,27.123,57.1,14,400,13028,19931,939.76,0.28,0.29,1.92,0.299,0.007,1026,0
1028,1654734359,27.123,57.23,17,400,13024,19933,939.766,0.29,0.3,1.99,0.311,0.007,1028,0
1030,1654734361,27.123,57.48,0,400,13050,19962,939.759,0.29,0.3,1.99,0.31,0.007,1030,0
1032,1654734363,27.123,56.47,0,400,13054,19962,939.754,0.3,0.31,2.08,0.325,0.007,1032,0
1034,1654734365,27.123,54.99,0,400,13045,19961,939.741,0.29,0.3,2.01,0.314,0.007,1034,0
1036,1654734367,27.123,53.84,0,400,13045,19956,939.749,0.27,0.28,1.88,0.293,0.007,1036,0
1038,1654734369,27.123,52.92,0,400,13048,19952,939.752,0.29,0.3,1.98,0.309,0.007,1038,0
1040,1654734371,27.123,52.21,10,400,13041,19949,939.75,0.32,0.33,2.17,0.338,0.008,1040,0
